face_id,centroid_x,centroid_y,area,phi,gnorm
0,-0.0802566788435997,0.043246928713416004,0.07806381293985586,2.5132741228718345,14.674794813849536
1,0.1568781163993631,0.18169899125322822,0.07307968912841979,2.5132741228718345,3.635721745612163
2,0.23477323756624657,-0.25701867768420933,0.010897108465517653,2.5132741228718345,2.0823362769060543
3,0.27672065827912434,0.25326377537591305,0.008723363378696305,2.5132741228718345,1.8361798384261772
4,0.3117460081389065,0.2412024003901461,0.004566389230701138,2.5132741228718345,1.6694091887726126
5,0.1941387762657912,0.27249660551999577,0.001393252634607049,2.5132741228718345,1.4220776384213816
6,0.12055874378908972,-0.2628757314888858,0.00044925607146140785,2.5132741228718345,1.3275595210757096
7,0.026165455016846185,-0.18479985247596684,0.004127867375270557,2.5132741228718345,2.9974039156670442
8,0.0777253974454546,-0.17537306175074097,0.007135789054486635,2.5132741228718345,5.9887981004176245
9,0.04905526290269748,-0.37938048318490997,0.4308322382335155,2.5132741228718345,2.4260837469921017
10,-0.32415983165141965,-0.6253838304112245,0.21081005009490558,2.5132741228718345,10.27672367538817
11,-0.13248394979864273,0.3097833241947838,0.042757639821880494,2.5132741228718345,2.947055357176032
12,-0.3649907897650218,0.09809891199774708,0.1739817644639663,2.5132741228718345,13.301900404117763
13,-0.4238205865583389,0.3809544187397793,0.05426828645506243,2.5132741228718345,3.01360354039107
14,-0.06825851173922566,-0.08060209496863296,0.034350516257914,2.5132741228718345,22.180425515470837
15,0.46553051492083625,-0.1276330854211751,0.017207686622807195,2.5132741228718345,3.5689484555621362
16,0.47633638251091465,-0.051906469613320655,0.0061527749794946796,2.5132741228718345,3.2487392710323486
17,0.4962018377590581,-0.22719458861690145,0.0034244463356017107,2.5132741228718345,1.7458795397067541
18,0.15005877168694282,0.6171226763394624,0.0010251105287018194,2.5132741228718345,0.9441265481650023
19,0.15451676639196057,0.6366452790765621,0.0003865605654719301,2.5132741228718345,1.0010386264891376
20,0.13765242707038639,0.6002434115755239,0.0003659308029474954,2.5132741228718345,0.9920475499102277
21,0.15938412219516712,0.574509711566675,0.00037894781520974967,2.5132741228718345,1.0311016162166489
22,0.14980434474378557,0.5708287965624105,0.00015470309431244082,2.5132741228718345,0.9726714101487529
23,0.1734471261808365,0.5794477709027478,9.097696350252819e-05,2.5132741228718345,0.8830803545237486
24,0.14394701111268698,0.6525012767463677,0.00047246223148357004,2.5132741228718345,0.9311239582392182
25,0.14929933172669937,0.6373054535286464,0.00013157450868724442,2.5132741228718345,0.9422469871211341
26,0.14291573922616518,0.6641610942266839,0.00019841751623561133,2.5132741228718345,0.9399623660709094
27,-0.15083093140098705,-0.43578406089009514,0.49042507621384573,2.5132741228718345,2.9965569961122043
28,-0.554409912868223,-0.7125006307982226,0.24075352131032762,2.5132741228718345,1.0988672070153949
29,-0.3821737982035645,0.2960358060741191,0.05004527475036301,2.5132741228718345,22.74259961476187
30,-0.7379192153201571,0.0661423636990801,0.3095349788120374,2.5132741228718345,9.020385850854955
31,-0.5911012275196184,0.4450246076621487,0.1203715579031839,2.5132741228718345,12.361541182882602
32,-0.35127953595711386,-0.32345579354802584,0.046097181836318155,2.5132741228718345,2.2800078891640276
33,0.26464875573569796,-0.09370436219557159,0.0062615984381384285,2.5132741228718345,4.114086047992266
34,0.2821228364596688,-0.15086455348283334,0.00926252338701311,2.5132741228718345,3.6704515557276096
35,0.17332601169625417,-0.20099834102152658,0.0003829540201044793,2.5132741228718345,2.20673019614525
36,-0.15322783010993438,0.34976500541390587,0.009687614359860555,2.5132741228718345,3.7413020504148715
37,-0.24977522500473034,0.3613794563965304,0.000937697619090913,2.5132741228718345,3.2829350637356067
38,-0.11605801531146008,0.3752538762915758,0.004987707034614961,2.5132741228718345,3.7732624832325152
39,-0.06231552348156815,0.3548970461471656,0.0012608640404965048,2.5132741228718345,3.6855221334800277
40,-0.02900199426609303,0.3427315470321446,0.00011805305041069964,2.5132741228718345,3.360712058639335
41,-0.07660430728125676,0.3501846727498242,0.0006806429369476452,2.5132741228718345,3.6590775412308547
42,-0.25166457180592533,0.3168970441550314,0.0014486795061460318,2.5132741228718345,3.779539912967639
43,-0.20726967252052556,0.34259863239520466,7.988835164204466e-05,2.5132741228718345,3.986864136566944
44,-0.24797070608449745,0.3128904955955831,0.0014990419763352258,2.5132741228718345,3.71714138449335
45,-0.0005074898598988626,-0.26732354855392443,0.004922690357949268,2.5132741228718345,6.002647568482325
46,-0.08823117195138618,-0.3193482225990971,0.008711417380734957,2.5132741228718345,4.280429963937789
47,-0.1359227843464442,-0.20571580228363398,0.0023127963231944345,2.5132741228718345,8.034826235002981
48,-0.3487649712976065,-0.3333766543479779,0.01523203035157495,2.5132741228718345,2.6541841609653565
49,-0.2631593859672285,-0.4232936089955923,0.001679658503696559,2.5132741228718345,2.9013573445646696
50,-0.38430788889550943,-0.31476339301062073,0.009208907131235698,2.5132741228718345,2.44131974302515
51,-0.6850058982995342,0.24803634414249107,0.8437036255220746,2.5132741228718345,5.783414572940032
52,0.24475132213789855,0.37495200029173475,0.30749217807048657,2.5132741228718345,2.8477004800284593
53,-0.6031182342210224,-0.7556599263191028,0.23464360345119087,2.5132741228718345,0.8840927419087132
54,0.029988199407878433,-0.1718802451649761,0.20379963463083922,2.5132741228718345,8.44020580520074
55,0.3974802357174234,-0.2115405810479758,0.037538651974471364,2.5132741228718345,1.7007106583089033
56,-0.2078554613155127,-0.2553747455774442,0.07740177949144428,2.5132741228718345,2.7685176192226937
57,-0.6248150163325882,0.23627793034099556,0.18938705392197347,2.5132741228718345,11.947987476760071
58,-0.154243281438913,0.2508636099702352,0.13253198343530564,2.5132741228718345,7.075623007641215
59,-0.48135464617508683,-0.3670736842425277,0.043642774947070515,2.5132741228718345,1.166576726817416
60,0.4295087849313964,0.34211032499591204,0.04003861874869323,2.5132741228718345,1.2052285486125982
61,0.34158860475761016,0.4483075688503105,0.010802869595799153,2.5132741228718345,0.8986186009937727
62,0.5448398632144577,0.27473003394967715,0.01143911583833554,2.5132741228718345,1.7400845586474176
63,0.18945197669953365,-0.22363216791114418,0.0015375288061150799,2.5132741228718345,1.853706510050645
64,0.16803695259264706,-0.22998614296666506,0.0005892922679896708,2.5132741228718345,1.5242335060082903
65,0.2108031941648775,-0.19805890704401183,0.000256079594106499,2.5132741228718345,2.2684374073946856
66,0.08695527454620255,-0.13909931128112632,0.021761015645671948,2.5132741228718345,19.82322820757362
67,0.09294038047206603,-0.2516815079881076,0.006662902171286767,2.5132741228718345,1.2804415500070345
68,-0.028083567366531097,-0.07873335963208968,0.0043897690301270345,2.5132741228718345,68.54971518523472
69,0.1092222370925857,-0.14138392524139023,0.002108268577676168,2.5132741228718345,3.3721268442625134
70,0.07970120719377548,-0.21825927374959786,0.003700334432425916,2.5132741228718345,2.9600884204603926
71,0.011314268497275237,-0.16687590514469633,0.0018160611928110363,2.5132741228718345,5.8543457459118855
72,0.17347528280145239,-0.4384746691455755,0.01639599194546516,2.5132741228718345,1.580544745931131
73,0.2621204298906756,-0.4600495257993383,0.004153877092925704,2.5132741228718345,0.6874782895008298
74,0.0903448616671579,-0.45279170819654296,0.004812672738531565,2.5132741228718345,1.7140528785890676
75,0.09516565750363709,-0.4635937320759247,0.003950633779576676,2.5132741228718345,1.4918869415440008
76,0.042591846802952714,-0.46245667695017506,0.0007870800237138961,2.5132741228718345,2.052890589308527
